,0_names,0_pvals,0_logfoldchanges,1_names,1_pvals,1_logfoldchanges,2_names,2_pvals,2_logfoldchanges,3_names,3_pvals,3_logfoldchanges,4_names,4_pvals,4_logfoldchanges,5_names,5_pvals,5_logfoldchanges,6_names,6_pvals,6_logfoldchanges
29,RASGRP3,0.024724056575197897,0.9055617,SALL1,0.005654725754243413,0.5733887,CDCA9,0.12434167137805467,1.3580008,HELLS,0.01816963533104053,0.434803,CLTB,0.017469547875627947,0.6936136,ST13,3.144875604409288e-05,1.170371,HNRNPA2B1,0.01365760202910653,0.736513
30,WNT5A,0.025329342100769228,0.41896233,STMN1,0.005873593547956315,0.23854013,LAMB1,0.1266606385053699,0.32195017,CAND1,0.021072551116825978,0.67757285,BRD2,0.023964146314422126,0.563617,BTF3L4,3.412348167984071e-05,0.9548191,DDX3X,0.013901143859009648,0.8949107
31,MIF,0.02642159225528397,0.18860972,HDGF,0.006531851584290689,0.24447258,NIP7,0.13031697897126673,0.27484173,HES5,0.021885038435512497,0.8040302,GNAI3,0.02648980437778359,0.47837746,TUBB2B,3.528321374301899e-05,1.187505,PDIA3,0.01610967076137796,1.0736027
32,CDCA3,0.028250251565061342,0.4312917,GJA1,0.006715695397239209,0.46991986,COMMD3,0.13376565716489403,0.52724445,RPL27,0.02238009862946142,0.26867837,TMEM35B,0.030254307264673642,0.9966219,CAPZA2,3.705690247479235e-05,1.5145817,SEC61B,0.01769905202876813,0.95071584
33,TUBA1A,0.02991758865468973,0.27911764,TMED2,0.009139100106266257,0.53874564,APOO,0.1343080039920844,0.6343276,CBX3,0.022770325223660976,0.49741814,UBE2H,0.032118284440784885,0.91688937,DYL1,3.9251077174478905e-05,0.8796313,SDHC,0.017939636530106724,1.907426
34,TUBA1B,0.03297143806674119,0.124002375,PRRC2C,0.009187943541470263,0.3218793,ABCF2,0.13855974016122197,0.32731804,TOMM20,0.02278861829853623,0.34126222,LBX2,0.037683926520353676,2.502508,RPS16,4.1165173163864476e-05,0.55398536,POSTN,0.023191398346374313,4.0357623
35,CDC42EP4,0.034176932501066785,0.99433464,NT5DC2,0.010362512036320283,0.49066734,HMGCS1,0.14117516090007967,0.9176648,TAF15,0.022949228105074156,0.5041879,ZNF503,0.03788492899016714,1.146684,PDGFA,4.370795016156792e-05,1.9871721,SLC16A1,0.023578445462547785,0.78456736
36,CORO1C,0.03843398630345122,0.38163888,TUBA1B,0.012013720246293361,0.14520645,PKM,0.145303830727067,0.11515719,G3BP1,0.02407247253746235,0.6568966,PDIA3,0.04274203591121371,0.42706284,SEC31A,4.387811524794117e-05,1.1449984,PDCD4,0.024687221605672247,1.3588467
37,DDX51,0.03935289307876286,0.19212785,HOXB7,0.012422657663839798,0.7800563,OSTC,0.1465583559692685,0.48341948,PLPP1,0.02419749481729978,1.0863667,MMD,0.04413976824079687,0.75643736,SRSF1,4.9342374295151164e-05,0.7582947,RPL29,0.02809564167184309,0.6129759
38,SERBP1,0.040870521845854164,0.14864697,PDIA6,0.012930534851286651,0.47872695,RPL35,0.15401867435069738,0.10881672,UBE2D3,0.026343102634371264,0.45857295,LEF1,0.047025258798682634,0.8365221,ID3,5.018757206190801e-05,1.761596,CNOT11,0.028302496621000452,1.6770993
39,PMVK,0.04113542794706581,0.62167746,TMEM64,0.013154093473302028,2.126182,LASP1,0.17373038529858098,0.33381703,CDK1,0.026572190435365742,0.5296383,MID1,0.06036041956628223,1.0864,LGALS3,5.081086097814914e-05,4.589003,CTH,0.031642394735773884,1.2871864
40,LAMB1,0.041470159740800615,0.38538113,RAB6A,0.014505197185087602,0.40390098,GATA2,0.17452452756193237,0.5125001,SIKE1,0.027468166007011584,0.7439432,GBX2,0.06188723301220005,1.7236904,SNU13,5.6348281905144786e-05,0.78534085,COL4A1,0.03267675292753783,3.1899753
41,WDR3,0.04214654639306614,0.40880433,CCT6A,0.01921266084143498,0.25108537,HYPK,0.18277556766804082,0.29859713,SRSF6,0.027538154236302476,0.32993492,DDX46,0.06401352016034699,0.473672,SUMO2,5.841462246717244e-05,0.9803925,PPIB,0.03277077893850137,0.72256774
42,UNC5B,0.04331395215959795,1.2416543,ADD3,0.021882680102280384,0.34812754,PSMB4,0.18523478466085352,0.15693863,RPL29,0.027863173638251665,0.21457243,MBNL3,0.06425968012709087,0.7933007,DCAF13,6.600001353258155e-05,1.3489196,SST,0.033965787577040406,6.196406
43,PARP1,0.044733546893941975,0.2025115,PSIP1,0.023744751938100692,0.902713,GATA5,0.18718246920205062,0.72682,RBBP4,0.029196536805385576,0.35315636,RPN2,0.06565037600427426,0.60793465,YWHAE,6.81146291356842e-05,0.708707,BAK1,0.03695191431340607,2.3931053
44,MDK,0.04525331415990594,0.20664042,CHD7,0.024240132983820814,0.43097085,ABRAXAS2,0.20651945361686297,0.16693896,SAP18,0.029321464708180985,0.32936776,RSPO3,0.06834100305565119,1.193793,PAFAH1B2,7.080115054000634e-05,1.4210756,UBE2V2,0.0369866974825957,1.2975657
